Date,Tractor_Model,Demand_Units,Supplier,Supplier_Delay_Days,Component_Failure_Rate,Inventory_Levels,Warehouse_Location,Inflation_Rate,Market_Trend_Index
2022-08-25,TX-400,67,Supplier A,24,0.067,2209,CA,4.3,0.91
2020-08-30,TX-300,295,Supplier B,16,0.086,1352,IL,3.08,0.1
2022-01-22,TX-200,212,Supplier E,11,0.053,338,IL,5.48,0.23
2021-05-26,TX-400,392,Supplier D,26,0.024,3941,FL,3.03,0.8
2022-04-28,TX-100,163,Supplier A,18,0.057,1673,IL,5.9,1.0
2021-07-08,TX-300,331,Supplier D,19,0.007,4802,CA,1.57,0.49
2023-01-23,TX-200,282,Supplier A,10,0.085,2532,IL,2.58,0.21
2020-08-13,TX-200,215,Supplier B,9,0.065,1264,FL,3.56,0.85
2020-08-01,TX-400,371,Supplier B,16,0.028,4767,TX,2.65,0.39
2021-12-18,TX-400,75,Supplier D,27,0.027,1076,NY,4.82,0.27
2020-03-07,TX-500,175,Supplier C,21,0.09,1059,IL,5.17,0.49
2021-01-30,TX-500,362,Supplier A,12,0.084,3278,TX,4.64,0.86
2021-09-03,TX-400,330,Supplier E,15,0.076,2434,FL,5.87,0.23
2022-11-01,TX-500,335,Supplier C,19,0.041,4186,TX,3.55,0.42
2023-06-14,TX-100,440,Supplier B,19,0.087,3524,TX,5.91,0.44
2022-02-08,TX-100,332,Supplier A,16,0.025,3384,TX,2.06,0.83
2023-11-23,TX-500,188,Supplier C,4,0.002,986,CA,5.31,0.68
2021-02-10,TX-400,150,Supplier E,8,0.043,793,IL,1.67,0.78
2022-07-13,TX-100,441,Supplier C,21,0.092,280,TX,3.89,0.69
2021-10-08,TX-200,60,Supplier E,23,0.057,1288,FL,3.68,0.59
2020-08-09,TX-400,431,Supplier B,26,0.023,3267,NY,5.35,0.13
2023-03-25,TX-300,265,Supplier A,3,0.065,3174,NY,4.65,0.83
2021-10-15,TX-300,79,Supplier B,8,0.074,1612,NY,3.48,0.61
2021-03-03,TX-400,143,Supplier A,15,0.055,3376,CA,5.53,0.7
2023-03-27,TX-500,165,Supplier C,6,0.084,2542,IL,5.49,0.78
2022-09-03,TX-100,320,Supplier B,13,0.059,4493,NY,1.61,0.31
2023-12-10,TX-100,489,Supplier A,13,0.01,1289,CA,5.42,0.44
2022-10-02,TX-400,340,Supplier E,6,0.081,3835,FL,3.87,0.54
2023-09-11,TX-200,88,Supplier A,23,0.015,4076,FL,5.28,0.34
2021-01-05,TX-500,73,Supplier B,15,0.088,3573,CA,2.32,0.26
2023-09-29,TX-200,313,Supplier B,17,0.052,4178,IL,2.18,0.78
2023-07-09,TX-400,92,Supplier C,27,0.073,2287,FL,4.75,0.75
2023-07-30,TX-400,219,Supplier E,5,0.097,3474,IL,2.74,0.83
2022-04-29,TX-200,389,Supplier A,6,0.043,2897,CA,4.01,0.7
2022-05-05,TX-300,218,Supplier B,18,0.046,1334,FL,4.6,0.31
2020-08-16,TX-400,352,Supplier A,7,0.083,1752,FL,4.25,0.33
2020-10-06,TX-500,75,Supplier D,0,0.011,109,TX,4.65,0.53
2023-08-06,TX-200,229,Supplier E,16,0.003,3671,FL,4.29,0.84
2022-12-06,TX-300,199,Supplier E,25,0.06,4266,NY,3.21,0.35
2022-09-01,TX-200,182,Supplier D,18,0.017,3802,TX,1.91,0.77
2023-05-22,TX-300,192,Supplier E,21,0.026,2407,CA,5.35,0.31
2022-01-27,TX-300,213,Supplier D,6,0.098,4423,NY,5.31,0.34
2022-11-13,TX-500,150,Supplier A,17,0.065,877,NY,1.53,0.75
2020-11-16,TX-400,112,Supplier D,29,0.086,4575,IL,5.28,0.68
2020-09-30,TX-300,142,Supplier C,5,0.09,2479,TX,2.18,0.21
2021-07-09,TX-400,256,Supplier D,27,0.012,1025,IL,3.0,0.83
2022-04-23,TX-500,482,Supplier A,20,0.093,3740,TX,3.36,0.78
2023-08-29,TX-400,360,Supplier E,5,0.087,2564,TX,4.56,0.8
2023-10-18,TX-100,121,Supplier C,0,0.005,264,NY,1.92,0.47
2021-10-29,TX-300,109,Supplier D,29,0.098,2997,FL,5.22,0.33
2022-09-26,TX-500,490,Supplier A,9,0.046,3367,IL,5.74,0.85
2021-01-14,TX-200,78,Supplier C,22,0.097,4434,IL,5.79,0.59
2021-12-11,TX-500,68,Supplier C,7,0.082,2426,NY,1.91,0.93
2022-01-15,TX-300,122,Supplier C,29,0.044,4189,FL,5.64,0.25
2021-11-05,TX-500,443,Supplier D,6,0.051,2217,TX,4.06,0.98
2020-04-25,TX-200,406,Supplier A,8,0.028,1898,TX,4.77,0.38
2021-08-27,TX-100,443,Supplier A,0,0.049,4214,FL,5.69,0.38
2022-12-01,TX-300,295,Supplier A,25,0.011,2385,TX,4.47,0.24
2021-01-13,TX-300,362,Supplier B,24,0.091,3544,IL,3.56,0.97
2023-05-14,TX-500,487,Supplier E,10,0.071,3486,IL,3.86,0.04
2021-04-10,TX-400,489,Supplier A,26,0.081,2217,IL,4.58,0.47
2020-10-06,TX-400,373,Supplier B,28,0.053,297,NY,5.75,0.37
2021-09-09,TX-200,136,Supplier B,2,0.013,3433,TX,5.5,0.16
2020-04-27,TX-100,408,Supplier C,17,0.054,2991,NY,4.1,0.71
2023-06-14,TX-100,232,Supplier E,5,0.033,293,TX,2.45,0.9
2020-11-04,TX-500,246,Supplier C,10,0.001,231,IL,3.06,0.24
2020-04-09,TX-500,293,Supplier E,4,0.062,1193,IL,3.13,0.5
2020-09-17,TX-400,377,Supplier C,19,0.085,866,FL,2.8,0.58
2022-09-19,TX-100,434,Supplier D,3,0.071,3868,TX,4.86,0.39
2023-08-21,TX-100,167,Supplier E,7,0.022,2893,CA,5.26,0.92
2023-10-09,TX-100,445,Supplier B,9,0.082,1568,NY,2.94,0.46
2020-10-12,TX-200,468,Supplier B,28,0.031,2518,IL,5.31,0.98
2020-11-23,TX-200,421,Supplier E,2,0.022,329,FL,4.8,0.3
2023-01-31,TX-500,131,Supplier C,12,0.096,4950,FL,3.49,0.07
2020-03-03,TX-400,296,Supplier D,16,0.002,3744,IL,4.64,0.57
2021-11-17,TX-300,283,Supplier D,4,0.017,3499,TX,4.96,0.82
2023-07-29,TX-400,466,Supplier A,7,0.047,3384,FL,4.02,0.39
2023-08-09,TX-200,414,Supplier E,18,0.017,2330,TX,3.49,0.19
2022-01-07,TX-200,202,Supplier D,17,0.017,2502,FL,1.96,0.74
2022-10-27,TX-500,321,Supplier C,0,0.063,4760,NY,1.51,0.27
2021-09-30,TX-300,441,Supplier C,28,0.082,1718,TX,5.72,0.77
2022-07-24,TX-100,84,Supplier B,3,0.066,913,FL,2.7,0.26
2023-01-20,TX-300,262,Supplier D,26,0.01,3348,IL,4.48,0.56
2023-04-28,TX-300,260,Supplier D,17,0.09,4646,CA,5.75,0.89
2021-04-20,TX-300,479,Supplier C,13,0.092,586,IL,5.18,0.2
2020-02-22,TX-500,188,Supplier B,23,0.028,1790,TX,2.05,0.82
2022-01-23,TX-200,238,Supplier D,10,0.055,3420,IL,5.11,0.27
2021-04-30,TX-100,349,Supplier C,28,0.049,2100,IL,4.77,0.66
2023-10-19,TX-300,444,Supplier B,25,0.067,4402,CA,2.98,0.24
2023-02-09,TX-100,301,Supplier B,27,0.098,1367,IL,4.6,0.11
2021-02-12,TX-300,444,Supplier C,8,0.099,778,FL,5.22,0.66
2022-10-27,TX-200,199,Supplier B,12,0.051,2361,NY,2.81,0.59
2021-10-29,TX-100,390,Supplier B,25,0.009,1207,CA,5.41,0.4
2023-05-05,TX-400,268,Supplier A,16,0.033,3206,TX,1.85,0.04
2022-04-14,TX-200,131,Supplier B,14,0.041,2962,FL,3.87,0.48
2022-05-25,TX-100,239,Supplier D,1,0.053,4264,TX,2.55,0.15
2021-01-01,TX-300,283,Supplier B,5,0.096,2341,CA,4.78,0.36
2022-09-28,TX-300,225,Supplier D,28,0.026,2444,CA,2.29,0.59
2020-09-06,TX-200,281,Supplier C,25,0.054,656,IL,3.04,0.94
2023-06-17,TX-200,407,Supplier B,27,0.029,3447,CA,2.07,0.51
2021-01-14,TX-300,112,Supplier C,6,0.092,1755,TX,5.15,0.19
2022-05-21,TX-100,484,Supplier E,1,0.099,1066,CA,2.1,0.95
2022-04-14,TX-400,478,Supplier B,23,0.087,391,NY,4.75,0.03
2022-02-13,TX-500,286,Supplier C,12,0.034,4798,IL,4.68,0.64
2022-07-07,TX-200,82,Supplier E,9,0.028,4521,CA,2.14,0.26
2021-03-30,TX-300,262,Supplier D,15,0.043,1275,NY,4.05,0.76
2020-12-31,TX-100,109,Supplier D,8,0.075,775,TX,3.74,0.33
2023-08-06,TX-200,428,Supplier D,7,0.001,3383,TX,4.18,0.43
2021-02-06,TX-100,51,Supplier D,24,0.1,280,NY,5.72,0.77
2020-02-27,TX-200,446,Supplier D,14,0.088,460,NY,1.86,0.9
2021-06-04,TX-300,499,Supplier A,21,0.002,2571,CA,5.19,0.18
2023-08-20,TX-100,106,Supplier C,26,0.038,709,IL,5.38,0.3
2023-02-12,TX-300,476,Supplier E,6,0.069,429,IL,2.07,0.0
2020-07-28,TX-100,350,Supplier E,21,0.024,1349,FL,4.45,0.86
2022-11-30,TX-200,336,Supplier B,22,0.014,4358,NY,4.66,0.95
2022-03-26,TX-500,187,Supplier C,18,0.063,1955,TX,3.97,0.28
2020-06-21,TX-500,328,Supplier A,3,0.09,912,FL,3.76,0.38
2020-08-21,TX-400,263,Supplier A,8,0.096,592,NY,2.93,0.43
2022-03-03,TX-400,288,Supplier C,18,0.001,1929,NY,4.6,0.41
2022-03-03,TX-300,334,Supplier D,1,0.087,570,FL,2.78,0.39
2023-11-27,TX-100,80,Supplier D,27,0.056,1480,IL,3.57,0.48
2022-11-28,TX-400,255,Supplier C,28,0.024,4536,NY,5.36,0.15
2020-04-28,TX-200,323,Supplier E,26,0.062,2302,FL,1.9,0.06
2020-11-30,TX-500,60,Supplier D,6,0.1,4955,CA,3.88,0.72
2023-09-21,TX-100,408,Supplier B,21,0.028,3364,CA,3.69,0.85
2023-01-02,TX-500,96,Supplier A,18,0.028,2732,TX,3.2,0.81
2023-04-29,TX-100,52,Supplier D,5,0.07,3430,IL,4.19,0.63
2020-11-19,TX-400,179,Supplier E,14,0.004,3401,FL,1.57,0.97
2022-10-07,TX-400,487,Supplier D,6,0.082,4421,IL,3.72,0.0
2023-03-16,TX-300,121,Supplier D,5,0.065,3393,IL,3.69,0.32
2020-10-10,TX-100,208,Supplier A,0,0.084,1139,FL,3.82,0.31
2020-07-31,TX-200,441,Supplier B,27,0.023,3968,NY,2.46,0.35
2022-07-17,TX-400,476,Supplier B,13,0.085,2089,CA,2.43,0.8
2022-01-21,TX-300,481,Supplier E,0,0.045,2865,TX,4.41,0.35
2023-11-18,TX-400,179,Supplier C,24,0.013,2605,NY,1.92,0.53
2020-12-04,TX-500,71,Supplier C,5,0.09,2363,IL,2.88,0.61
2022-11-11,TX-400,429,Supplier C,27,0.071,711,IL,5.24,0.85
2020-04-14,TX-100,438,Supplier E,17,0.017,2683,FL,1.97,0.62
2023-12-26,TX-300,184,Supplier D,26,0.025,1898,CA,3.61,0.38
2022-02-08,TX-100,69,Supplier B,16,0.027,4628,CA,4.51,0.69
2021-12-16,TX-200,269,Supplier B,26,0.096,4435,TX,2.14,0.52
2022-02-01,TX-200,382,Supplier D,27,0.089,4171,NY,2.91,0.53
2023-05-29,TX-400,179,Supplier B,1,0.035,201,TX,4.01,0.34
2021-01-13,TX-300,81,Supplier B,7,0.047,764,IL,2.97,0.0
2023-05-30,TX-300,139,Supplier C,20,0.029,3214,IL,1.99,0.36
2023-07-05,TX-300,308,Supplier C,22,0.074,1690,CA,2.55,0.3
2021-12-13,TX-300,474,Supplier A,22,0.016,2468,IL,1.99,0.1
2023-10-22,TX-400,347,Supplier A,1,0.034,4608,NY,5.93,0.2
2023-10-04,TX-100,382,Supplier B,15,0.061,1027,NY,2.56,0.98
2020-08-12,TX-400,298,Supplier C,3,0.088,4136,TX,3.89,0.28
2022-01-07,TX-100,222,Supplier A,1,0.064,4229,NY,3.43,0.52
2020-08-23,TX-500,406,Supplier A,22,0.094,1950,IL,4.06,0.55
2020-07-01,TX-500,450,Supplier C,4,0.093,544,FL,3.74,0.56
2021-12-12,TX-100,433,Supplier A,16,0.072,4375,CA,4.77,0.05
2021-03-19,TX-400,96,Supplier D,1,0.028,1954,CA,5.43,0.77
2021-09-14,TX-200,246,Supplier D,21,0.068,1789,CA,2.78,0.73
2022-10-26,TX-400,457,Supplier C,13,0.019,816,FL,2.33,0.98
2023-06-13,TX-200,428,Supplier C,19,0.033,1068,IL,5.93,0.18
2023-02-24,TX-400,83,Supplier A,6,0.076,4507,NY,5.4,0.55
2023-02-01,TX-300,303,Supplier B,14,0.085,4201,IL,3.14,0.8
2022-01-18,TX-300,297,Supplier E,17,0.042,2695,TX,5.53,0.12
2020-06-03,TX-500,483,Supplier D,12,0.052,737,IL,4.52,0.79
2020-09-13,TX-500,91,Supplier D,11,0.039,4653,IL,3.47,0.27
2020-08-22,TX-100,338,Supplier C,1,0.048,1864,CA,5.43,0.28
2021-05-14,TX-200,172,Supplier B,11,0.051,2718,IL,4.54,0.95
2020-10-15,TX-300,76,Supplier C,5,0.069,3651,FL,5.22,0.31
2021-05-24,TX-400,108,Supplier A,23,0.075,2215,CA,3.38,0.58
2021-12-09,TX-100,196,Supplier B,28,0.098,219,TX,5.09,0.44
2022-02-23,TX-400,164,Supplier A,0,0.044,947,FL,3.15,0.08
2022-06-12,TX-300,436,Supplier D,20,0.008,974,FL,4.81,0.95
2022-02-14,TX-300,248,Supplier C,0,0.069,3094,TX,3.46,0.21
2020-10-24,TX-300,177,Supplier C,14,0.05,3157,NY,3.32,0.27
2020-05-16,TX-300,425,Supplier E,26,0.084,3416,IL,5.08,0.38
2021-01-10,TX-400,202,Supplier B,15,0.015,3751,IL,2.06,0.5
2020-03-27,TX-100,418,Supplier D,21,0.064,1964,NY,5.68,0.14
2023-12-13,TX-300,320,Supplier E,6,0.046,1420,TX,3.79,0.63
2023-05-07,TX-500,388,Supplier E,21,0.042,1838,NY,4.36,0.51
2021-03-12,TX-100,493,Supplier C,13,0.056,4120,CA,3.32,0.3
2023-08-26,TX-500,132,Supplier B,28,0.068,1033,CA,4.41,0.69
2023-07-28,TX-400,72,Supplier C,24,0.085,2775,CA,4.69,0.51
2023-09-08,TX-300,60,Supplier B,18,0.024,3776,NY,5.41,0.84
2022-02-02,TX-100,236,Supplier E,23,0.029,2761,FL,5.34,0.86
2021-12-02,TX-300,165,Supplier A,18,0.055,1471,CA,3.11,0.98
2022-07-30,TX-300,211,Supplier D,26,0.035,374,NY,4.27,0.07
2020-05-31,TX-100,152,Supplier E,27,0.057,2777,CA,5.01,0.41
2023-08-18,TX-300,292,Supplier C,28,0.02,3236,CA,4.94,0.5
2023-07-25,TX-300,56,Supplier D,28,0.031,168,IL,5.51,0.23
2022-10-28,TX-200,411,Supplier E,22,0.032,2874,NY,5.24,0.92
2022-03-17,TX-200,221,Supplier B,29,0.099,4504,IL,4.73,0.09
2020-08-22,TX-100,305,Supplier C,12,0.085,2294,TX,4.87,0.43
2021-11-05,TX-100,296,Supplier E,20,0.084,677,CA,5.13,0.19
2021-07-14,TX-300,241,Supplier B,11,0.051,4371,CA,5.27,0.68
2023-08-18,TX-500,163,Supplier B,28,0.047,2348,IL,3.09,0.7
2020-02-07,TX-100,72,Supplier B,0,0.007,3507,NY,5.02,0.87
2023-03-05,TX-300,407,Supplier D,26,0.02,3298,FL,5.77,0.41
2022-04-01,TX-500,363,Supplier C,11,0.09,1274,FL,2.55,0.78
2021-02-24,TX-200,325,Supplier B,3,0.053,1284,TX,1.72,0.55
2023-05-27,TX-100,460,Supplier E,29,0.099,329,NY,1.83,0.81
2020-12-13,TX-300,422,Supplier B,28,0.059,2045,NY,2.48,0.09
2023-01-07,TX-200,493,Supplier C,26,0.038,4084,IL,5.64,0.46
2022-01-17,TX-400,185,Supplier D,14,0.027,1304,CA,2.07,0.15
2020-09-29,TX-200,406,Supplier B,24,0.092,945,CA,4.86,0.79
2023-03-30,TX-300,244,Supplier E,15,0.037,3888,NY,5.4,0.15
2020-11-03,TX-500,307,Supplier C,14,0.015,526,FL,5.45,0.01
2023-10-29,TX-400,327,Supplier B,7,0.028,3253,TX,3.38,0.93
2022-09-02,TX-400,119,Supplier D,18,0.065,1527,IL,3.73,0.48
2022-01-02,TX-400,408,Supplier A,14,0.013,577,NY,2.95,0.99
2022-10-29,TX-100,409,Supplier E,17,0.009,2054,TX,2.16,0.45
2021-03-19,TX-300,85,Supplier B,10,0.046,1156,NY,2.45,0.59
2023-02-10,TX-400,157,Supplier B,8,0.008,4945,TX,2.11,0.74
2023-05-13,TX-200,73,Supplier A,0,0.039,2740,TX,3.33,0.28
2021-02-08,TX-500,189,Supplier C,8,0.032,3014,CA,2.27,0.13
2022-05-02,TX-300,71,Supplier A,27,0.039,3631,IL,3.32,0.66
2023-05-05,TX-200,388,Supplier C,22,0.049,613,IL,5.33,0.51
2022-02-16,TX-100,378,Supplier B,11,0.019,3589,CA,4.45,0.83
2020-04-24,TX-400,253,Supplier A,1,0.044,4527,FL,4.48,0.05
2023-02-18,TX-200,429,Supplier B,10,0.036,1539,IL,5.15,0.54
2020-03-05,TX-300,273,Supplier A,20,0.08,632,CA,1.69,0.19
2023-07-23,TX-200,272,Supplier B,13,0.069,2152,TX,5.08,0.62
2022-04-04,TX-100,130,Supplier B,1,0.087,4026,TX,2.38,0.76
2020-08-26,TX-500,456,Supplier B,14,0.067,4499,IL,3.06,0.26
2020-10-28,TX-400,379,Supplier D,20,0.012,3011,TX,2.89,0.48
2023-11-16,TX-300,240,Supplier A,22,0.051,3368,IL,1.98,0.42
2022-08-26,TX-400,335,Supplier D,20,0.074,1377,NY,2.28,0.75
2021-01-03,TX-400,196,Supplier B,17,0.084,966,CA,5.8,0.6
2020-08-20,TX-400,331,Supplier E,26,0.018,2985,FL,4.2,0.12
2020-07-13,TX-200,433,Supplier C,13,0.022,2153,IL,3.63,0.98
2022-06-25,TX-200,60,Supplier A,20,0.086,4337,FL,4.91,0.91
2022-11-01,TX-500,325,Supplier A,27,0.049,4570,CA,5.16,0.58
2022-07-09,TX-100,423,Supplier C,11,0.045,1806,CA,2.0,0.78
2021-11-19,TX-300,105,Supplier D,9,0.049,2256,NY,4.83,0.02
2020-06-25,TX-200,222,Supplier C,13,0.017,2357,CA,5.7,0.2
2020-08-04,TX-400,352,Supplier E,21,0.063,1325,TX,4.13,0.77
2022-10-31,TX-100,253,Supplier B,14,0.081,1533,FL,4.26,0.11
2021-09-21,TX-300,394,Supplier C,4,0.084,2149,CA,5.42,0.04
2020-06-12,TX-300,297,Supplier C,1,0.003,1921,CA,4.56,0.62
2020-02-22,TX-300,363,Supplier B,21,0.072,2890,FL,5.98,0.03
2020-08-05,TX-300,315,Supplier A,5,0.009,2913,FL,2.77,0.18
2022-09-25,TX-500,71,Supplier E,11,0.097,1234,NY,5.3,0.08
2022-04-03,TX-300,376,Supplier C,1,0.048,2076,CA,4.26,0.53
2023-10-15,TX-100,73,Supplier C,28,0.078,1356,TX,3.15,0.68
2021-01-19,TX-200,243,Supplier A,28,0.062,2334,TX,5.47,0.18
2020-02-25,TX-100,145,Supplier E,3,0.095,3113,NY,5.98,0.47
2020-04-27,TX-400,494,Supplier B,6,0.097,4406,CA,1.76,0.02
2022-06-18,TX-500,312,Supplier B,15,0.028,2469,FL,5.66,0.26
2023-06-30,TX-500,121,Supplier D,0,0.048,306,TX,2.41,0.18
2022-03-08,TX-400,292,Supplier E,0,0.05,4078,CA,2.42,0.17
2022-02-18,TX-100,432,Supplier E,13,0.018,1213,NY,1.69,0.23
2022-10-12,TX-100,87,Supplier C,10,0.09,4260,NY,5.65,0.81
2022-03-13,TX-400,454,Supplier D,11,0.035,1122,FL,4.92,0.95
2022-04-24,TX-300,441,Supplier B,10,0.009,2624,NY,1.74,0.71
2023-04-18,TX-300,426,Supplier E,5,0.015,1564,NY,4.35,0.07
2023-12-09,TX-200,138,Supplier E,22,0.051,469,NY,2.04,0.63
2023-06-12,TX-100,77,Supplier A,11,0.088,2820,TX,4.88,0.73
2022-05-04,TX-100,141,Supplier B,20,0.063,2801,FL,3.34,0.11
2021-12-08,TX-400,103,Supplier A,11,0.021,4627,FL,1.73,0.29
2023-01-08,TX-400,208,Supplier D,9,0.03,2386,FL,5.23,0.43
2020-01-22,TX-300,421,Supplier E,7,0.098,4488,NY,4.08,0.31
2022-04-22,TX-100,277,Supplier D,26,0.005,1941,NY,4.98,0.52
2023-01-21,TX-100,421,Supplier A,19,0.099,4896,TX,4.54,0.13
2020-07-10,TX-500,425,Supplier B,18,0.091,424,NY,3.45,0.44
2022-10-15,TX-200,90,Supplier E,6,0.068,4625,TX,4.64,0.73
2023-01-31,TX-200,86,Supplier B,13,0.094,4549,FL,1.57,0.46
2021-01-30,TX-300,174,Supplier D,3,0.015,1778,TX,3.03,0.21
2022-10-27,TX-100,471,Supplier C,0,0.094,1619,CA,5.0,0.8
2021-10-01,TX-500,228,Supplier B,26,0.021,4488,IL,4.93,0.39
2022-10-15,TX-100,381,Supplier B,7,0.055,2942,NY,5.49,0.43
2021-07-20,TX-400,86,Supplier B,4,0.049,2771,FL,4.25,0.36
2020-08-18,TX-300,150,Supplier E,28,0.051,1380,IL,5.74,0.29
2022-05-23,TX-200,80,Supplier D,7,0.027,4576,IL,4.01,0.6
2021-07-27,TX-100,239,Supplier D,7,0.078,324,FL,3.75,0.19
2020-08-27,TX-300,195,Supplier E,27,0.074,1002,IL,2.39,0.77
2020-03-30,TX-200,139,Supplier B,20,0.095,4866,TX,5.0,0.48
2020-08-19,TX-100,55,Supplier B,23,0.051,706,FL,4.61,0.88
2021-04-01,TX-500,442,Supplier C,6,0.055,4638,FL,3.57,0.94
2020-08-20,TX-300,188,Supplier B,28,0.09,4377,TX,1.89,0.38
2020-12-19,TX-100,144,Supplier A,18,0.092,3671,CA,2.07,0.16
2022-10-01,TX-200,168,Supplier B,3,0.065,541,CA,2.02,0.51
2023-09-18,TX-200,415,Supplier C,26,0.082,2755,IL,3.19,0.27
2021-03-14,TX-500,169,Supplier A,27,0.051,4462,FL,2.22,0.43
2023-10-30,TX-300,435,Supplier C,28,0.039,3706,TX,5.37,0.38
2023-08-08,TX-300,172,Supplier C,22,0.086,3077,FL,5.55,0.45
2020-12-10,TX-100,334,Supplier D,19,0.078,900,TX,5.36,0.5
2021-10-25,TX-200,415,Supplier E,5,0.024,2612,CA,4.24,0.63
2023-12-22,TX-200,426,Supplier C,11,0.005,1092,CA,4.18,0.0
2021-10-18,TX-500,228,Supplier B,17,0.057,2279,IL,5.51,0.26
2020-05-09,TX-500,374,Supplier D,11,0.084,1024,TX,3.33,0.17
2020-05-20,TX-300,456,Supplier A,17,0.025,2125,CA,1.78,0.71
2021-02-18,TX-200,56,Supplier E,2,0.077,1874,NY,3.62,0.83
2023-01-21,TX-100,433,Supplier D,9,0.041,2250,CA,3.99,0.73
2021-09-17,TX-400,361,Supplier C,6,0.034,4877,FL,3.97,0.97
2020-10-10,TX-100,176,Supplier D,2,0.017,3126,TX,2.22,0.08
2020-08-10,TX-500,126,Supplier B,27,0.093,3356,NY,5.03,0.46
2022-01-13,TX-100,283,Supplier B,18,0.023,2213,CA,4.79,0.9
2021-04-07,TX-200,367,Supplier B,12,0.028,2282,CA,2.53,0.32
2023-07-23,TX-300,123,Supplier E,29,0.033,4252,TX,3.98,0.8
2023-03-09,TX-400,320,Supplier D,3,0.028,889,NY,5.06,0.56
2020-12-22,TX-300,358,Supplier D,9,0.016,793,TX,1.53,0.98
2022-11-12,TX-400,476,Supplier C,5,0.035,1783,CA,2.74,0.37
2023-07-17,TX-400,169,Supplier A,0,0.047,4007,IL,3.62,0.42
2022-05-08,TX-200,84,Supplier B,5,0.055,3046,TX,5.3,0.16
2021-10-26,TX-200,256,Supplier A,7,0.016,4661,CA,5.1,0.16
2023-09-18,TX-500,319,Supplier A,27,0.078,1123,TX,2.18,0.86
2022-10-11,TX-500,142,Supplier B,14,0.031,1565,CA,3.58,0.41
2020-03-25,TX-400,427,Supplier B,7,0.092,126,TX,2.87,0.62
2021-09-12,TX-500,226,Supplier C,21,0.033,871,CA,3.31,0.75
2022-11-20,TX-200,323,Supplier E,5,0.086,4414,NY,3.93,0.44
2020-08-27,TX-500,228,Supplier B,28,0.035,3903,FL,3.75,0.95
2020-12-28,TX-400,178,Supplier A,18,0.051,1977,FL,2.14,0.94
2022-04-01,TX-300,174,Supplier C,13,0.037,1293,TX,2.05,0.68
2023-11-13,TX-100,76,Supplier D,1,0.039,1536,CA,2.09,1.0
2021-10-29,TX-500,113,Supplier C,6,0.062,1715,FL,5.29,0.0
2023-08-15,TX-200,109,Supplier B,7,0.069,2566,FL,1.59,0.01
2023-10-26,TX-300,268,Supplier B,9,0.087,3958,TX,2.41,0.07
2020-04-08,TX-200,266,Supplier E,12,0.057,3287,TX,5.8,0.94
2020-02-16,TX-500,218,Supplier C,29,0.022,2098,TX,1.8,0.6
2022-04-18,TX-400,198,Supplier B,21,0.099,3116,IL,1.66,0.93
2021-02-25,TX-100,319,Supplier A,20,0.068,2608,NY,3.24,0.13
2020-03-02,TX-100,165,Supplier A,19,0.037,1102,NY,2.18,0.03
2023-02-06,TX-300,294,Supplier C,0,0.097,248,NY,4.05,0.54
2023-02-16,TX-100,197,Supplier E,8,0.096,2001,CA,3.02,0.18
2022-10-06,TX-400,141,Supplier C,26,0.008,2340,CA,2.44,0.86
2021-08-20,TX-200,134,Supplier E,9,0.002,3404,NY,5.99,0.42
2023-11-06,TX-400,136,Supplier A,19,0.004,1840,TX,3.03,0.77
2021-01-26,TX-300,444,Supplier B,1,0.069,4357,IL,4.38,0.52
2022-09-03,TX-300,169,Supplier D,19,0.071,3123,NY,5.43,0.53
2022-12-11,TX-100,499,Supplier B,28,0.072,4748,TX,5.65,0.68
2021-08-25,TX-400,389,Supplier A,10,0.063,4516,FL,3.35,0.34
2023-08-05,TX-200,73,Supplier A,4,0.029,479,IL,5.89,0.95
2020-12-02,TX-400,424,Supplier B,17,0.017,2910,CA,4.76,0.4
2022-03-20,TX-200,138,Supplier B,6,0.093,1913,FL,4.12,0.4
2023-05-12,TX-200,86,Supplier A,2,0.091,800,FL,4.62,0.71
2023-06-15,TX-400,391,Supplier B,29,0.024,1249,FL,3.12,0.64
2023-11-06,TX-500,432,Supplier D,15,0.017,680,TX,3.41,1.0
2022-01-21,TX-400,457,Supplier D,14,0.038,1645,NY,4.14,0.85
2023-03-05,TX-200,320,Supplier C,7,0.005,4134,FL,2.97,0.28
2023-12-01,TX-300,61,Supplier D,19,0.016,1369,NY,4.96,0.1
2023-10-17,TX-300,144,Supplier A,27,0.038,511,FL,2.63,0.11
2023-11-05,TX-100,497,Supplier A,26,0.024,1896,TX,5.09,0.36
2022-05-30,TX-300,80,Supplier C,4,0.074,2703,NY,2.18,0.48
2021-09-26,TX-500,486,Supplier E,2,0.09,4544,CA,2.48,0.64
2020-09-10,TX-200,399,Supplier C,28,0.091,1920,IL,4.89,0.86
2023-02-11,TX-400,282,Supplier E,26,0.06,1585,FL,2.68,0.99
2020-01-20,TX-400,389,Supplier E,4,0.07,1415,FL,5.08,0.41
2021-06-11,TX-500,377,Supplier B,8,0.049,3462,TX,5.03,0.55
2023-03-14,TX-300,349,Supplier D,26,0.015,4564,IL,2.66,0.6
2023-05-16,TX-200,335,Supplier E,15,0.064,1395,NY,1.83,0.56
2021-01-10,TX-300,84,Supplier B,28,0.035,2291,FL,2.25,0.09
2020-06-14,TX-100,70,Supplier C,13,0.001,1676,CA,4.89,0.12
